,r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st
319,0,0,186644,65040,10548,305500,0,0,0,128,2189,528,0,89,11,0,0
320,1,0,186644,65040,10548,305500,0,0,0,0,1411,421,0,59,40,1,0
321,3,0,186644,65040,10548,305504,0,0,0,0,1919,481,0,84,16,0,0
322,1,0,186644,64592,10548,305508,0,0,0,0,1423,401,0,63,37,0,0
323,2,0,186644,64592,10548,305508,0,0,0,0,1361,440,0,53,47,0,0
324,1,0,186644,61880,10556,305512,0,0,0,64,962,395,0,52,48,0,0
325,1,0,186644,61880,10556,305512,0,0,0,0,1175,382,0,45,55,0,0
326,0,0,186644,61880,10556,305516,0,0,0,0,1523,432,0,61,39,0,0
327,2,0,186644,61880,10556,305516,0,0,0,0,1021,362,0,43,57,0,0
328,0,0,186644,61880,10556,305520,0,0,0,0,1414,415,0,63,37,0,0
329,7,0,186644,61880,10564,305512,0,0,0,16,1984,470,0,89,11,0,0
330,8,0,186644,61880,10564,305524,0,0,0,0,2425,560,0,100,0,0,0
331,0,0,186644,61880,10564,305528,0,0,0,0,1515,503,0,58,42,0,0
332,0,0,186644,61880,10564,305532,0,0,0,0,1274,407,0,57,43,0,0
333,3,0,186644,61880,10564,305532,0,0,0,0,1587,462,0,66,34,0,0
334,7,0,186644,61880,10572,305524,0,0,0,16,1880,476,0,79,21,0,0
335,3,0,186644,61880,10572,305536,0,0,0,0,1308,439,0,51,49,0,0
336,0,0,186644,61880,10572,305540,0,0,0,0,1550,447,0,64,36,0,0
337,1,0,186644,61880,10572,305540,0,0,0,0,588,331,0,20,80,0,0
338,1,0,186644,61880,10572,305544,0,0,0,0,1716,510,0,67,33,0,0
339,0,0,186644,61880,10580,305536,0,0,0,16,896,358,0,34,66,0,0
340,1,0,186644,61880,10580,305548,0,0,0,0,1102,407,0,39,61,0,0
341,0,0,186644,61880,10580,305552,0,0,0,0,1128,416,0,60,40,0,0
342,2,0,186644,61880,10580,305552,0,0,0,0,860,402,0,33,67,0,0
343,4,0,186644,61880,10580,305556,0,0,0,0,1358,438,0,53,47,0,0
344,3,0,186644,61880,10588,305560,0,0,0,208,1221,435,0,47,53,0,0
345,4,0,186644,61880,10588,305560,0,0,0,0,1591,465,0,63,37,0,0
346,0,0,186644,61880,10588,305564,0,0,0,0,1331,418,0,53,47,0,0
347,5,0,186644,61880,10588,305564,0,0,0,0,1762,472,0,69,31,0,0
348,0,0,186644,61880,10588,305568,0,0,0,0,1198,408,0,44,56,0,0
349,0,0,186644,61880,10596,305572,0,0,0,104,1629,456,0,63,37,0,0
350,0,0,186644,61880,10596,305572,0,0,0,0,1888,490,0,75,25,0,0
351,0,0,186644,61880,10596,305576,0,0,0,0,1164,424,0,45,55,0,0
352,0,0,186644,61880,10596,305580,0,0,0,0,999,400,0,37,63,0,0
353,1,0,186644,61880,10596,305584,0,0,0,0,1551,456,0,59,41,0,0
354,5,0,186644,61880,10608,305572,0,0,0,32,1750,470,0,69,31,0,0
355,0,0,186644,61880,10608,305588,0,0,0,24,1390,438,0,56,44,0,0
356,0,0,186644,61880,10608,305592,0,0,0,0,1670,528,0,67,33,0,0
357,0,0,186644,61880,10608,305592,0,0,0,0,1309,366,0,48,52,0,0
358,1,0,186644,61880,10608,305596,0,0,0,0,1356,431,0,49,51,0,0
359,0,0,186644,61880,10620,305600,0,0,0,32,1148,415,0,57,43,0,0
360,0,0,186644,61880,10620,305600,0,0,0,0,1224,436,0,46,54,0,0
361,0,0,186644,61880,10620,305604,0,0,0,0,1040,360,0,37,63,0,0
362,1,0,186644,61880,10620,305604,0,0,0,0,735,374,0,22,78,0,0
363,1,0,186644,61880,10620,305608,0,0,0,0,1551,432,0,57,43,0,0
364,1,0,186644,61880,10628,305600,0,0,0,16,1031,430,0,58,42,0,0
365,4,0,186644,61880,10628,305612,0,0,0,0,2819,576,1,99,0,0,0
366,6,0,186644,61880,10628,305612,0,0,0,0,2485,505,0,84,16,0,0
367,1,0,186644,61880,10628,305616,0,0,0,0,1418,456,0,53,47,0,0
368,0,0,186644,61880,10628,305620,0,0,0,0,1160,407,0,46,54,0,0
369,0,0,186644,61880,10636,305620,0,0,0,16,1150,407,0,45,55,0,0
370,0,0,186644,61880,10636,305624,0,0,0,0,1085,417,0,42,58,0,0
371,2,0,186644,61880,10636,305624,0,0,0,0,1299,411,0,54,46,0,0
372,3,0,186644,61880,10636,305628,0,0,0,0,1144,426,0,44,56,0,0
373,1,0,186644,61880,10636,305632,0,0,0,0,1507,379,0,62,38,0,0
374,5,0,186644,61880,10636,305632,0,0,0,0,1785,460,0,71,29,0,0
375,0,0,186644,61880,10644,305636,0,0,0,16,1391,428,0,55,45,0,0
376,4,0,186644,61880,10644,305636,0,0,0,0,1797,474,0,69,31,0,0
377,0,0,186644,61880,10644,305640,0,0,0,0,1562,447,1,62,37,0,0
378,1,0,186644,61880,10644,305644,0,0,0,0,1574,455,0,64,36,0,0
379,1,0,186644,61208,10644,305644,0,0,0,0,985,386,0,46,54,0,0
380,3,0,186644,61208,10652,305648,0,0,0,92,1656,496,0,64,36,0,0
381,0,0,186644,61208,10652,305648,0,0,0,0,1529,424,0,56,44,0,0
382,1,0,186644,61208,10652,305652,0,0,0,0,1389,378,0,53,47,0,0
383,3,0,186644,61208,10652,305656,0,0,0,0,2239,511,0,79,21,0,0
384,1,0,186644,61208,10652,305656,0,0,0,0,2067,431,0,73,27,0,0
385,5,0,186644,61208,10664,305660,0,0,0,36,1634,429,0,60,40,0,0
386,0,0,186644,61208,10664,305660,0,0,0,0,2376,499,0,86,14,0,0
387,1,0,186644,61208,10664,305664,0,0,0,0,1299,418,0,48,52,0,0
388,2,0,186644,61208,10664,305664,0,0,0,0,2364,511,0,87,13,0,0
389,1,0,186644,61208,10664,305668,0,0,0,0,1586,440,0,59,41,0,0
390,1,0,186644,61208,10672,305672,0,0,0,40,1926,475,0,74,26,0,0
391,1,0,186644,61208,10672,305672,0,0,0,0,1810,444,0,69,31,0,0
392,0,0,186644,61208,10672,305676,0,0,0,0,1264,438,0,53,47,0,0
393,1,0,186644,61208,10672,305680,0,0,0,0,1218,351,0,45,55,0,0
394,0,0,186644,61208,10672,305680,0,0,0,0,1412,434,0,53,47,0,0
395,0,0,186644,61208,10680,305684,0,0,0,16,1065,384,0,39,61,0,0
396,3,0,186644,61208,10680,305684,0,0,0,0,1584,436,0,59,41,0,0
397,0,0,186644,61208,10680,305688,0,0,0,0,2004,473,0,77,23,0,0
398,4,0,186644,61208,10680,305692,0,0,0,0,1317,426,0,49,51,0,0
399,2,0,186644,61208,10680,305692,0,0,0,0,2120,476,0,79,21,0,0
400,2,0,186644,58520,10688,305696,0,0,0,16,833,482,0,56,43,1,0
401,1,0,186644,58520,10688,305696,0,0,0,0,1509,444,0,56,44,0,0
402,1,0,186644,58520,10688,305700,0,0,0,0,1112,356,0,45,55,0,0
403,4,0,186644,58520,10688,305704,0,0,0,0,2126,498,0,82,18,0,0
404,1,0,186644,58520,10688,305708,0,0,0,0,1376,414,0,51,49,0,0
405,2,0,186644,58520,10696,305712,0,0,0,16,1626,417,0,62,38,0,0
406,0,0,186644,58520,10696,305712,0,0,0,0,1749,462,0,67,33,0,0
407,2,0,186644,58520,10696,305716,0,0,0,0,1379,413,0,50,50,0,0
408,8,0,186644,58520,10696,305716,0,0,0,0,1976,446,0,73,27,0,0
409,2,0,186644,58520,10696,305720,0,0,0,0,2669,543,0,94,6,0,0
410,1,0,186644,58520,10704,305724,0,0,0,16,1998,482,0,77,23,0,0
411,1,0,186644,58520,10704,305724,0,0,0,76,1526,379,0,58,42,0,0
412,6,0,186644,58520,10704,305728,0,0,0,0,2468,543,0,94,6,0,0
413,0,0,186644,58520,10704,305728,0,0,0,0,1947,469,0,73,27,0,0
414,4,0,186644,58520,10704,305732,0,0,0,0,2001,461,0,77,23,0,0
415,0,0,186644,58520,10716,305736,0,0,0,32,1938,494,0,72,28,0,0
416,4,0,186644,58520,10716,305736,0,0,0,8,1252,416,0,45,55,0,0
417,1,0,186644,58520,10716,305740,0,0,0,0,1523,437,0,55,45,0,0
418,3,0,186644,58520,10716,305740,0,0,0,0,1947,415,0,76,24,0,0
419,6,0,186644,58520,10716,305744,0,0,0,0,2129,472,0,79,21,0,0
420,1,0,186644,58520,10728,305748,0,0,0,32,2445,536,0,88,12,0,0
421,4,0,186644,58520,10728,305748,0,0,0,0,1951,477,0,74,26,0,0
422,0,0,186644,58520,10728,305752,0,0,0,0,1070,385,0,38,62,0,0
423,1,0,186644,58520,10728,305752,0,0,0,0,937,408,0,32,68,0,0
424,2,0,186644,58520,10728,305756,0,0,0,0,1927,441,0,75,25,0,0
425,3,0,186644,58520,10736,305760,0,0,0,16,2156,495,0,79,21,0,0
426,2,0,186644,58520,10736,305760,0,0,0,64,1380,420,0,52,48,0,0
427,4,0,186644,58520,10736,305764,0,0,0,0,2174,496,0,81,19,0,0
428,3,0,186644,58520,10736,305764,0,0,0,0,2574,531,0,91,9,0,0
429,3,0,186644,58520,10736,305768,0,0,0,0,860,365,0,30,70,0,0
430,7,0,186644,58520,10748,305768,0,0,0,32,1837,506,0,69,31,0,0
431,0,0,186644,58520,10748,305772,0,0,0,0,1770,452,0,68,32,0,0
432,2,0,186644,58520,10748,305776,0,0,0,0,1801,468,0,69,31,0,0
433,1,0,186644,58520,10748,305776,0,0,0,0,1617,406,0,61,39,0,0
434,2,0,186644,58520,10748,305780,0,0,0,0,1948,464,0,77,23,0,0
435,0,0,186644,58520,10756,305784,0,0,0,16,1355,448,0,51,49,0,0
436,1,0,186644,58520,10756,305784,0,0,0,32,1457,426,0,56,44,0,0
437,1,0,186644,58520,10756,305784,0,0,0,0,1728,480,0,67,33,0,0
438,2,0,186644,58520,10756,305788,0,0,0,0,1380,404,0,52,48,0,0
439,0,0,186644,58520,10756,305792,0,0,0,0,1026,413,0,36,64,0,0
440,1,0,186644,58520,10768,305792,0,0,0,32,1169,391,0,43,57,0,0
441,5,0,186644,58520,10768,305796,0,0,0,0,1739,452,0,66,34,0,0
442,1,0,186644,58520,10768,305800,0,0,0,0,1856,492,0,75,25,0,0
443,0,0,186644,58520,10768,305800,0,0,0,0,1875,493,0,75,25,0,0
444,0,0,186644,58520,10768,305800,0,0,0,0,1188,393,0,43,57,0,0
445,2,0,186644,58520,10776,305804,0,0,0,16,1278,412,0,49,51,0,0
446,1,0,186644,58520,10776,305808,0,0,0,0,1184,450,0,56,44,0,0
447,4,0,186644,58520,10776,305808,0,0,0,0,2106,425,0,77,23,0,0
448,6,0,186644,58520,10776,305812,0,0,0,0,2383,493,0,90,10,0,0
449,1,0,186644,58520,10776,305816,0,0,0,0,2593,553,0,91,9,0,0
450,2,0,186644,58520,10784,305808,0,0,0,16,1609,465,0,61,39,0,0
451,0,0,186644,58520,10784,305820,0,0,0,0,1791,431,0,68,32,0,0
452,3,0,186644,58520,10784,305820,0,0,0,0,1248,414,0,48,52,0,0
453,0,0,186644,58520,10784,305824,0,0,0,0,1392,407,0,52,48,0,0
454,3,0,186644,58520,10784,305832,0,0,0,0,1245,433,0,47,53,0,0
455,1,0,186644,58520,10792,305824,0,0,0,16,1626,460,0,64,36,0,0
456,1,0,186644,58520,10792,305836,0,0,0,0,1777,458,0,70,30,0,0
457,1,0,186644,58520,10792,305840,0,0,0,0,2022,464,0,82,18,0,0
458,0,0,186644,58520,10792,305840,0,0,0,0,1949,489,0,78,22,0,0
459,0,0,186644,58520,10792,305844,0,0,0,0,2056,499,0,84,16,0,0
460,1,0,186644,58520,10800,305844,0,0,0,16,1235,409,0,48,52,0,0
461,0,0,186644,58520,10800,305848,0,0,0,0,1084,390,0,43,57,0,0
462,5,0,186644,58520,10800,305848,0,0,0,0,1636,465,0,69,31,0,0
463,2,0,186644,58520,10800,305852,0,0,0,0,1598,436,0,70,30,0,0
464,1,0,186644,58520,10800,305856,0,0,0,0,1536,447,0,66,34,0,0
465,4,0,186644,58520,10808,305856,0,0,0,16,1899,472,0,81,19,0,0
466,0,0,186644,58520,10808,305860,0,0,0,0,2033,515,0,89,11,0,0
467,2,0,186644,58520,10808,305860,0,0,0,84,1389,419,0,60,40,0,0
468,1,0,186644,58520,10808,305864,0,0,0,0,752,399,0,28,72,0,0
469,0,0,186644,58520,10808,305868,0,0,0,0,1332,421,0,54,46,0,0
470,0,0,186644,58520,10820,305856,0,0,0,40,1555,465,0,67,33,0,0
471,0,0,186644,58520,10820,305872,0,0,0,0,1601,445,0,69,31,0,0
472,0,0,186644,58520,10820,305872,0,0,0,20,1007,416,0,39,61,0,0
473,5,0,186644,58520,10820,305876,0,0,0,0,1557,430,0,66,34,0,0
474,0,0,186644,58520,10820,305876,0,0,0,0,1085,443,0,43,57,0,0
475,3,0,186644,58520,10828,305880,0,0,0,16,1703,428,0,71,29,0,0
476,1,0,186644,58520,10828,305884,0,0,0,0,1430,411,0,61,39,0,0
477,2,0,186644,58520,10828,305884,0,0,0,0,1736,462,0,74,26,0,0
478,0,0,186644,58520,10828,305888,0,0,0,0,1411,416,0,59,41,0,0
479,0,0,186644,58520,10828,305892,0,0,0,0,1374,419,0,59,41,0,0
480,2,0,186644,58520,10836,305884,0,0,0,16,1575,459,0,67,33,0,0
481,2,0,186644,58520,10836,305896,0,0,0,0,1054,405,0,42,58,0,0
482,0,0,186644,58520,10836,305896,0,0,0,0,1126,422,0,45,55,0,0
483,2,0,186644,58520,10836,305900,0,0,0,0,1228,432,0,51,49,0,0
484,2,0,186644,58520,10836,305900,0,0,0,0,1740,474,0,76,24,0,0
485,0,0,186644,58520,10844,305904,0,0,0,16,1560,432,0,68,32,0,0
486,0,0,186644,58520,10844,305904,0,0,0,0,1135,407,0,46,54,0,0
487,0,0,186644,58520,10844,305908,0,0,0,0,1522,421,0,62,38,0,0
488,2,0,186644,58520,10844,305912,0,0,0,0,1547,485,0,67,33,0,0
489,2,0,186644,58520,10844,305912,0,0,0,0,1034,394,0,43,57,0,0
490,1,0,186644,58520,10844,305916,0,0,0,0,975,408,0,39,61,0,0
491,1,0,186644,58520,10852,305916,0,0,0,16,1316,423,0,60,40,0,0
492,2,0,186644,58520,10852,305920,0,0,0,0,1212,409,0,53,47,0,0
493,1,0,186644,58520,10852,305924,0,0,0,0,1423,430,0,61,39,0,0
494,2,0,186644,58520,10852,305924,0,0,0,0,1883,453,0,83,17,0,0
495,3,0,186644,58520,10852,305928,0,0,0,0,1973,516,0,90,10,0,0
496,0,0,186644,58520,10860,305932,0,0,0,16,1153,416,0,48,52,0,0
497,6,0,186644,58520,10860,305932,0,0,0,0,1874,519,1,83,16,0,0
498,1,0,186644,58520,10860,305932,0,0,0,80,2156,577,0,100,0,0,0
499,1,0,186644,58520,10860,305936,0,0,0,0,1228,458,0,53,47,0,0
500,1,0,186644,58520,10860,305940,0,0,0,0,1461,444,0,63,37,0,0
501,2,0,186644,58520,10872,305944,0,0,0,32,1777,490,0,79,20,1,0
502,1,0,186644,58520,10872,305944,0,0,0,0,1133,418,0,46,54,0,0
503,0,0,186644,58520,10872,305948,0,0,0,0,1113,409,0,46,54,0,0
504,0,0,186644,58520,10872,305952,0,0,0,0,1313,428,0,55,45,0,0
505,0,0,186644,58520,10872,305956,0,0,0,0,1497,438,0,63,37,0,0
506,0,0,186644,58520,10880,305960,0,0,0,16,1521,457,0,65,35,0,0
507,0,0,186644,58520,10880,305960,0,0,0,0,1320,402,0,54,46,0,0
508,3,0,186644,58520,10880,305964,0,0,0,52,1516,467,0,64,36,0,0
509,2,0,186644,58520,10880,305964,0,0,0,0,965,394,0,38,62,0,0
510,4,0,186644,58520,10880,305968,0,0,0,0,899,412,0,33,67,0,0
511,1,0,186644,58520,10892,305968,0,0,0,40,1738,496,0,74,26,0,0
512,1,0,186644,58520,10892,305972,0,0,0,0,1386,388,0,58,42,0,0
513,1,0,186644,58520,10892,305976,0,0,0,0,1733,453,0,74,26,0,0
514,0,0,186644,58520,10892,305976,0,0,0,0,1065,392,0,43,57,0,0
515,0,0,186644,58520,10892,305980,0,0,0,0,1852,506,0,80,20,0,0
516,0,0,186644,58520,10900,305984,0,0,0,16,1289,435,0,53,47,0,0
517,4,0,186644,58520,10900,305984,0,0,0,0,1238,433,0,51,49,0,0
518,0,0,186644,58520,10900,305988,0,0,0,0,1524,476,0,67,33,0,0
519,1,0,186644,58520,10900,305988,0,0,0,0,1467,421,0,63,37,0,0
520,1,0,186644,58520,10900,305992,0,0,0,0,843,399,0,32,68,0,0
521,3,0,186644,58520,10908,305992,0,0,0,16,1447,428,0,63,37,0,0
522,6,0,186644,58520,10908,305996,0,0,0,0,1755,452,0,78,22,0,0
523,0,0,186644,58520,10908,306000,0,0,0,0,1430,463,0,69,31,0,0
524,4,0,186644,58520,10908,306000,0,0,0,0,1311,411,0,55,45,0,0
525,0,0,186644,58520,10908,306004,0,0,0,0,1983,491,0,91,9,0,0
526,3,0,186644,58520,10916,306004,0,0,0,16,1317,474,0,57,43,0,0
527,2,0,186644,58520,10916,306008,0,0,0,0,1500,437,0,63,37,0,0
528,3,0,186644,58520,10916,306012,0,0,0,0,1431,429,0,62,38,0,0
529,0,0,186644,58520,10916,306012,0,0,0,0,1353,442,0,57,43,0,0
530,2,0,186644,58520,10916,306016,0,0,0,0,1020,420,0,41,59,0,0
531,1,0,186644,58520,10924,306016,0,0,0,16,1906,501,0,84,16,0,0
532,0,0,186644,58520,10924,306020,0,0,0,0,1124,388,0,48,52,0,0
533,0,0,186644,58520,10924,306024,0,0,0,0,1554,498,0,69,31,0,0
534,0,0,186644,58520,10924,306024,0,0,0,0,1269,396,0,57,43,0,0
535,2,0,186644,58520,10924,306028,0,0,0,0,1516,463,0,65,35,0,0
536,2,0,186644,58520,10932,306020,0,0,0,16,1329,438,0,59,41,0,0
537,1,0,186644,58520,10932,306032,0,0,0,0,960,403,0,37,63,0,0
538,1,0,186644,58520,10932,306036,0,0,0,0,1498,464,0,63,37,0,0
539,1,0,186644,58520,10932,306036,0,0,0,80,970,383,0,39,61,0,0
540,0,0,186644,58520,10932,306040,0,0,0,0,1296,422,0,55,45,0,0
541,0,0,186644,58520,10944,306040,0,0,0,32,1204,424,0,53,47,0,0
542,1,0,186644,58520,10944,306044,0,0,0,0,1469,483,0,64,36,0,0
543,0,0,186644,58520,10944,306048,0,0,0,0,1099,409,0,47,53,0,0
544,1,0,186644,58520,10944,306048,0,0,0,20,1592,465,0,71,29,0,0
545,0,0,186644,58520,10944,306052,0,0,0,0,1449,444,0,62,38,0,0
546,1,0,186644,58520,10952,306044,0,0,0,16,1091,409,0,45,54,1,0
547,2,0,186644,58520,10952,306056,0,0,0,0,689,381,0,26,74,0,0
548,0,0,186644,58520,10952,306056,0,0,0,0,1102,399,0,46,54,0,0
549,1,0,186644,58520,10952,306060,0,0,0,0,1067,401,0,43,57,0,0
550,0,0,186644,58520,10952,306064,0,0,0,0,1751,468,0,73,27,0,0
551,5,0,186644,58520,10960,306064,0,0,0,16,1322,443,0,67,33,0,0
552,0,0,186644,58520,10960,306064,0,0,0,0,977,383,0,40,60,0,0
553,4,0,186644,58520,10960,306068,0,0,0,0,1862,483,0,77,23,0,0
554,0,0,186644,58520,10960,306072,0,0,0,0,1600,461,0,69,31,0,0
555,0,0,186644,58520,10968,306080,0,0,0,44,1226,432,0,51,49,0,0
556,1,0,186644,58520,10968,306080,0,0,0,0,1025,396,0,42,58,0,0
557,4,0,187156,68120,10792,305200,0,540,900,1416,1520,955,1,65,34,0,0
558,1,0,187156,65632,10792,305200,0,0,0,0,1701,515,0,79,21,0,0
559,2,0,187156,65632,10792,305204,0,0,0,0,1027,374,0,42,58,0,0
560,0,0,187156,65632,10792,305208,0,0,0,0,1218,452,0,49,51,0,0
561,0,0,187156,65632,10792,305208,0,0,0,0,1567,417,0,65,35,0,0
562,2,0,187156,65632,10804,305212,0,0,0,64,1435,485,0,61,39,0,0
563,0,0,187156,65632,10804,305212,0,0,0,0,1591,479,0,68,32,0,0
564,0,0,187156,65632,10804,305216,0,0,0,0,1624,473,0,66,34,0,0
565,9,0,187156,65408,10804,305216,0,0,0,0,1741,436,0,74,26,0,0
566,3,0,187156,65408,10804,305220,0,0,0,0,1740,508,0,77,23,0,0
567,1,0,187156,65408,10812,305444,0,0,224,24,1457,533,0,72,28,0,0
568,0,0,187156,65408,10812,305444,0,0,0,0,1159,428,0,55,45,0,0
569,4,0,187156,65408,10812,305448,0,0,0,0,1271,438,0,57,43,0,0
570,2,0,187156,65408,10812,305448,0,0,0,0,1201,434,0,56,44,0,0
571,1,0,187156,65408,10812,305452,0,0,0,0,1121,430,0,51,49,0,0
572,0,0,187156,65408,10820,305444,0,0,0,24,745,386,0,31,69,0,0
573,3,0,187156,65408,10820,305456,0,0,0,0,1531,464,0,63,37,0,0
574,1,0,187156,65408,10820,305460,0,0,0,0,1542,459,0,64,36,0,0
575,3,0,187156,65408,10820,305460,0,0,0,0,1725,459,0,74,26,0,0
576,3,0,187156,65408,10820,305464,0,0,0,0,1962,474,0,84,16,0,0
577,2,0,187156,65408,10828,305456,0,0,0,16,731,362,0,27,73,0,0
578,3,0,187156,65408,10828,305468,0,0,0,0,1702,457,0,69,31,0,0
579,1,0,187156,65408,10828,305468,0,0,0,0,1596,406,0,69,31,0,0
580,2,0,187156,65408,10828,305472,0,0,0,0,1615,454,0,68,32,0,0
581,0,0,187156,65408,10828,305476,0,0,0,0,1435,401,0,60,40,0,0
582,3,0,187156,65408,10836,305468,0,0,0,16,2156,540,0,94,6,0,0
583,3,0,187156,65408,10836,305480,0,0,0,0,1571,463,0,66,34,0,0
584,1,0,187156,65408,10836,305484,0,0,0,0,1454,412,0,61,39,0,0
585,0,0,187156,65408,10836,305484,0,0,0,0,1616,440,0,66,34,0,0
586,4,0,187156,65408,10836,305488,0,0,0,0,1248,400,0,49,51,0,0
587,0,0,187156,65408,10844,305492,0,0,0,16,2023,533,0,85,15,0,0
588,0,0,187156,65408,10844,305492,0,0,0,220,1136,394,0,45,55,0,0
589,0,0,187156,65408,10844,305496,0,0,0,0,1440,448,0,61,39,0,0
590,0,0,187156,65408,10844,305496,0,0,0,0,1549,441,0,67,33,0,0
591,3,0,187156,65408,10844,305500,0,0,0,0,1097,424,0,44,56,0,0
592,0,0,187156,65408,10856,305488,0,0,0,32,1314,449,0,56,44,0,0
593,2,0,187156,65408,10856,305504,0,0,0,44,1682,479,0,72,28,0,0
594,2,0,187156,65408,10856,305508,0,0,0,0,2002,471,0,92,8,0,0
595,3,0,187156,65408,10856,305508,0,0,0,0,987,369,0,40,60,0,0
596,1,0,187156,65408,10856,305512,0,0,0,0,1517,457,0,67,33,0,0
597,1,0,187156,65408,10856,305512,0,0,0,0,1178,398,0,51,49,0,0
598,1,0,187156,65408,10864,305516,0,0,0,20,1647,480,0,73,27,0,0
599,0,0,187156,65408,10864,305516,0,0,0,0,577,326,0,19,81,0,0
600,3,0,187156,65408,10864,305520,0,0,0,0,1672,495,0,85,15,0,0
601,0,0,187156,65408,10864,305524,0,0,0,0,1425,425,0,69,31,0,0
602,0,0,187156,65408,10864,305528,0,0,0,0,978,413,0,40,60,0,0
603,1,0,187156,65408,10872,305528,0,0,0,16,1087,401,0,43,57,0,0
604,1,0,187156,65408,10872,305528,0,0,0,0,1393,410,0,58,42,0,0
605,1,0,187156,65408,10872,305536,0,0,0,0,1029,391,0,40,60,0,0
606,1,0,187156,65408,10872,305536,0,0,0,0,1369,421,0,57,43,0,0
607,1,0,187156,65408,10872,305540,0,0,0,0,1732,469,0,74,26,0,0
608,0,0,187156,65408,10884,305972,0,0,464,16,1087,382,0,43,56,1,0
609,2,0,187156,65408,10884,306004,0,0,0,0,1339,383,0,53,47,0,0
610,1,0,187156,65408,10884,306008,0,0,0,0,1328,421,0,54,46,0,0
611,0,0,187156,65408,10884,306012,0,0,0,0,1505,430,0,62,38,0,0
612,2,0,187156,65408,10884,306012,0,0,0,0,1159,408,0,45,55,0,0
613,3,0,187156,65408,10892,306016,0,0,0,20,1585,473,0,65,35,0,0
614,4,0,187156,65408,10892,306016,0,0,0,0,1672,476,0,71,29,0,0
615,0,0,187156,65408,10892,306020,0,0,0,0,1541,419,0,65,35,0,0
616,4,0,187156,65408,10892,306024,0,0,0,0,866,369,0,32,68,0,0
617,4,0,187156,65408,10892,306024,0,0,0,0,1679,491,0,71,29,0,0
618,1,0,187156,65408,10900,306028,0,0,0,16,1584,483,0,67,33,0,0
619,4,0,187156,65408,10900,306028,0,0,0,84,1633,423,0,69,31,0,0
620,0,0,187156,65408,10900,306032,0,0,0,0,1144,395,0,47,53,0,0
621,1,0,187156,65408,10900,306036,0,0,0,0,1270,390,0,51,49,0,0
622,2,0,187156,65408,10900,306040,0,0,0,0,1494,413,0,62,38,0,0
623,0,0,187156,65408,10912,306040,0,0,0,40,1288,428,0,52,48,0,0
624,1,0,187156,65408,10912,306044,0,0,0,0,1744,462,0,73,27,0,0
625,0,0,187156,65408,10912,306044,0,0,0,0,1354,393,0,55,45,0,0
626,2,0,187156,65408,10912,306048,0,0,0,0,1375,417,0,56,44,0,0
627,0,0,187156,65408,10912,306052,0,0,0,0,1248,401,0,51,49,0,0
628,2,0,187156,65408,10920,306052,0,0,0,16,1183,405,0,46,54,0,0
629,1,0,187156,65408,10920,306056,0,0,0,24,1663,437,0,70,30,0,0
630,2,0,187156,65408,10920,306056,0,0,0,0,1518,426,0,64,36,0,0
631,1,0,187156,65408,10920,306060,0,0,0,0,1694,443,0,70,30,0,0
632,0,0,187156,65408,10920,306060,0,0,0,0,1156,370,0,46,54,0,0
