,r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st
633,2,0,187156,65408,10928,306064,0,0,0,16,1182,408,0,48,52,0,0
634,0,0,187156,65408,10928,306068,0,0,0,0,1478,440,0,60,40,0,0
635,1,0,187156,65408,10928,306068,0,0,0,0,1558,445,0,66,34,0,0
636,1,0,187156,65408,10928,306072,0,0,0,0,1748,487,0,74,26,0,0
637,2,0,187156,65408,10928,306072,0,0,0,0,1879,468,0,82,18,0,0
638,2,0,187156,65408,10936,306076,0,0,0,16,1522,433,0,63,37,0,0
639,0,0,187156,65408,10936,306080,0,0,0,0,839,356,0,32,68,0,0
640,1,0,187156,65408,10936,306080,0,0,0,0,1310,425,0,53,47,0,0
641,0,0,187156,65408,10936,306084,0,0,0,0,1281,375,1,52,47,0,0
642,1,0,187156,65408,10936,306084,0,0,0,0,1135,408,0,44,56,0,0
643,0,0,187156,65408,10944,306088,0,0,0,16,1201,420,0,48,52,0,0
644,1,0,187156,65408,10944,306092,0,0,0,0,1448,449,0,60,40,0,0
645,5,0,187156,65408,10944,306092,0,0,0,0,1602,438,0,66,34,0,0
646,5,0,187156,65408,10944,306096,0,0,0,0,1905,478,0,82,18,0,0
647,3,0,187156,65408,10944,306096,0,0,0,0,1302,418,0,54,46,0,0
648,0,0,187156,65408,10952,306100,0,0,0,16,1191,387,0,47,53,0,0
649,2,0,187156,65408,10952,306100,0,0,0,80,1310,403,0,54,46,0,0
650,1,0,187156,65408,10952,306104,0,0,0,0,1360,397,0,56,44,0,0
651,1,0,187156,65408,10952,306108,0,0,0,0,1795,457,0,76,24,0,0
652,1,0,187156,65408,10952,306108,0,0,0,0,2111,515,0,91,9,0,0
653,3,0,187156,65408,10964,306100,0,0,0,36,1608,470,0,67,33,0,0
654,1,0,187156,65408,10964,306116,0,0,0,4,1749,450,0,74,26,0,0
655,6,0,187156,65408,10964,306116,0,0,0,0,1699,440,0,72,28,0,0
656,2,0,187156,65408,10964,306120,0,0,0,0,1859,523,0,80,20,0,0
657,0,0,187156,65408,10964,306124,0,0,0,0,1357,393,0,56,44,0,0
658,6,0,187156,65408,10972,306120,0,0,0,16,1521,451,0,61,39,0,0
659,0,0,187156,65408,10972,306132,0,0,0,0,1627,496,0,69,31,0,0
660,1,0,187156,65408,10972,306132,0,0,0,0,1600,430,0,66,34,0,0
661,0,0,187156,65408,10972,306136,0,0,0,0,1934,456,0,82,18,0,0
662,4,0,187156,65408,10972,306136,0,0,0,0,1171,400,0,47,53,0,0
663,1,0,187156,65408,10980,306140,0,0,0,16,1465,469,0,61,39,0,0
664,1,0,187156,65408,10980,306140,0,0,0,0,1457,422,0,64,36,0,0
665,4,0,187156,65408,10980,306144,0,0,0,16,1397,408,0,61,39,0,0
666,0,0,187156,65408,10980,306148,0,0,0,0,1193,419,0,50,50,0,0
667,1,0,187156,65408,10980,306148,0,0,0,0,1308,399,0,54,46,0,0
668,1,0,187156,65408,10988,306152,0,0,0,16,1305,423,0,53,47,0,0
669,1,0,187156,65408,10988,306156,0,0,0,0,1022,387,0,40,60,0,0
670,0,0,187156,65408,10988,306156,0,0,0,0,1195,415,0,48,52,0,0
671,1,0,187156,65408,10988,306160,0,0,0,0,1369,426,0,57,43,0,0
672,0,0,187156,65408,10988,306160,0,0,0,0,1445,415,0,61,39,0,0
673,3,0,187156,65408,10996,306164,0,0,0,16,1535,430,0,63,37,0,0
674,0,0,187156,65408,10996,306164,0,0,0,0,1421,439,0,59,41,0,0
675,0,0,187156,65408,10996,306168,0,0,0,0,784,356,0,29,71,0,0
676,1,0,187156,65408,10996,306172,0,0,0,0,1714,434,0,72,28,0,0
677,0,0,187156,65408,10996,306172,0,0,0,0,1712,498,0,73,27,0,0
678,3,0,187156,65408,11004,306168,0,0,0,16,1770,474,0,75,25,0,0
679,1,0,187156,65408,11004,306176,0,0,0,0,1367,427,0,56,44,0,0
680,2,0,187156,65408,11004,306180,0,0,0,76,1720,468,0,72,28,0,0
681,0,0,187156,65408,11004,306184,0,0,0,0,1160,424,0,46,54,0,0
682,0,0,187156,65408,11004,306184,0,0,0,0,1011,351,0,39,61,0,0
683,1,0,187156,65408,11016,306188,0,0,0,32,1112,409,0,43,57,0,0
684,1,0,187156,65408,11016,306188,0,0,0,0,1441,371,0,60,40,0,0
685,1,0,187156,65408,11016,306192,0,0,0,8,1721,420,0,73,27,0,0
686,2,0,187156,65408,11016,306192,0,0,0,0,1121,393,0,45,55,0,0
687,0,0,187156,65408,11016,306196,0,0,0,0,1673,450,0,70,30,0,0
688,4,0,187156,65408,11024,306188,0,0,0,28,1365,402,0,55,45,0,0
689,1,0,187156,65408,11024,306200,0,0,0,0,1657,484,0,69,31,0,0
690,1,0,187156,65408,11024,306204,0,0,0,0,1345,424,0,54,46,0,0
691,4,0,187156,65408,11024,306204,0,0,0,0,1437,427,0,58,42,0,0
692,1,0,187156,65408,11024,306208,0,0,0,0,1211,422,0,49,51,0,0
693,2,0,187156,65408,11032,306212,0,0,0,16,1462,442,0,60,40,0,0
694,2,0,187156,65408,11032,306212,0,0,0,0,1002,396,0,38,62,0,0
695,2,0,187156,65408,11032,306212,0,0,0,64,1423,408,0,58,42,0,0
696,0,0,187156,65408,11032,306220,0,0,0,0,1376,407,0,55,45,0,0
697,0,0,187156,65408,11032,306220,0,0,0,0,1088,377,0,43,57,0,0
698,1,0,187156,65408,11032,306224,0,0,0,0,1596,447,0,65,35,0,0
699,0,0,187156,65408,11044,306224,0,0,0,32,1390,398,0,56,44,0,0
700,0,0,187156,65408,11044,306228,0,0,0,0,1431,386,0,58,42,0,0
701,0,0,187156,65408,11044,306228,0,0,0,0,1351,429,0,54,46,0,0
702,2,0,187156,65408,11044,306232,0,0,0,0,1168,394,0,47,53,0,0
703,2,0,187156,65408,11044,306232,0,0,0,0,1458,415,0,60,40,0,0
704,2,0,187156,65408,11052,306236,0,0,0,16,1331,401,0,54,46,0,0
705,2,0,187156,65408,11052,306240,0,0,0,0,1339,391,0,55,45,0,0
706,1,0,187156,65408,11052,306244,0,0,0,36,1171,381,0,45,55,0,0
707,1,0,187156,65408,11052,306248,0,0,0,0,1480,422,0,61,39,0,0
708,3,0,187156,65408,11052,306248,0,0,0,0,1949,449,0,83,17,0,0
709,1,0,187156,65408,11064,306252,0,0,0,40,1754,457,0,74,26,0,0
710,1,0,187156,65408,11064,306256,0,0,0,0,1473,463,0,61,39,0,0
711,0,0,187156,65408,11064,306256,0,0,0,0,1306,386,0,53,47,0,0
712,2,0,187156,65408,11064,306260,0,0,0,0,1343,458,0,56,44,0,0
713,4,0,187156,65408,11064,306260,0,0,0,0,1939,484,0,84,15,1,0
714,3,0,187156,65408,11072,306264,0,0,0,16,1855,532,0,81,19,0,0
715,1,0,187156,65408,11072,306268,0,0,0,0,1594,396,0,67,33,0,0
716,0,0,187156,65408,11072,306268,0,0,0,0,2058,483,0,87,13,0,0
717,0,0,187156,65408,11072,306272,0,0,0,0,1608,420,0,68,32,0,0
718,3,0,187156,65408,11072,306272,0,0,0,0,1485,433,0,62,38,0,0
719,2,0,187156,65408,11080,306276,0,0,0,16,1272,407,0,52,48,0,0
720,3,0,187156,65408,11080,306280,0,0,0,0,1330,401,1,53,46,0,0
721,3,0,187156,65408,11080,306280,0,0,0,0,1607,432,0,67,33,0,0
722,0,0,187156,65408,11080,306284,0,0,0,0,1213,402,0,50,50,0,0
723,0,0,187156,65408,11080,306288,0,0,0,0,1413,444,0,59,41,0,0
724,1,0,187156,65408,11088,306288,0,0,0,16,1924,469,0,83,17,0,0
725,3,0,187156,65408,11088,306292,0,0,0,0,1386,388,0,57,43,0,0
726,3,0,187156,65408,11088,306292,0,0,0,0,1880,481,0,81,19,0,0
727,0,0,187156,65408,11088,306296,0,0,0,0,1760,481,0,74,26,0,0
728,6,0,187156,65408,11088,306296,0,0,0,0,1740,438,0,73,27,0,0
729,4,0,187156,65408,11096,306300,0,0,0,16,1693,461,0,72,28,0,0
730,1,0,187156,65408,11096,306304,0,0,0,0,1806,521,0,76,24,0,0
731,1,0,187156,65408,11096,306304,0,0,0,0,1498,393,0,64,36,0,0
732,0,0,187156,65408,11096,306308,0,0,0,0,1456,419,0,60,40,0,0
733,0,0,187156,65408,11096,306312,0,0,0,0,1215,379,0,48,52,0,0
734,2,0,187156,65408,11104,306312,0,0,0,16,1390,419,0,58,42,0,0
735,0,0,187156,65408,11104,306316,0,0,0,0,1312,391,0,54,46,0,0
736,0,0,187156,65408,11104,306316,0,0,0,76,1751,438,0,75,25,0,0
737,1,0,187156,65408,11104,306320,0,0,0,0,1540,464,0,65,35,0,0
738,1,0,187156,65408,11104,306320,0,0,0,0,1555,437,0,66,34,0,0
739,1,0,187156,65408,11116,306324,0,0,0,32,1418,415,0,59,41,0,0
740,0,0,187156,65408,11116,306324,0,0,0,0,1417,399,0,59,41,0,0
741,5,0,187156,65408,11116,306328,0,0,0,24,1860,470,0,79,21,0,0
742,1,0,187156,65408,11116,306332,0,0,0,0,1779,517,0,77,23,0,0
743,6,0,187156,65408,11116,306332,0,0,0,0,1788,477,0,72,28,0,0
744,0,0,187156,64288,11124,306336,0,0,0,16,1500,524,0,63,37,0,0
745,0,0,187156,64288,11124,306336,0,0,0,0,958,373,0,36,64,0,0
746,0,0,187156,64288,11124,306340,0,0,0,0,1439,409,0,59,41,0,0
747,4,0,187156,64288,11124,306344,0,0,0,0,1580,425,0,64,36,0,0
748,4,0,187156,64288,11124,306344,0,0,0,0,2231,551,0,96,4,0,0
749,1,0,187156,64288,11132,306348,0,0,0,16,1207,404,0,50,50,0,0
750,0,0,187156,64288,11132,306352,0,0,0,0,1544,432,0,64,36,0,0
751,1,0,187156,64288,11132,306352,0,0,0,0,1112,377,0,44,56,0,0
752,0,0,187156,64288,11132,306356,0,0,0,44,757,371,0,27,73,0,0
753,0,0,187156,64288,11132,306356,0,0,0,0,1397,418,0,57,43,0,0
754,3,0,187156,64288,11144,306360,0,0,0,32,1884,502,0,79,21,0,0
755,0,0,187156,64288,11144,306364,0,0,0,0,1514,444,0,63,37,0,0
756,0,0,187156,64288,11144,306364,0,0,0,0,1314,406,0,53,47,0,0
757,0,0,187156,64288,11144,306368,0,0,0,0,1345,423,0,56,44,0,0
758,5,0,187156,64288,11144,306372,0,0,0,0,1392,416,0,57,43,0,0
759,1,0,187156,64288,11152,306376,0,0,0,16,1721,469,0,73,27,0,0
760,2,0,187156,64288,11152,306380,0,0,0,0,1355,425,0,56,44,0,0
761,1,0,187156,64288,11152,306380,0,0,0,0,1826,471,0,76,24,0,0
762,0,0,187156,64288,11152,306384,0,0,0,0,1701,488,0,71,29,0,0
763,0,0,187156,64288,11152,306384,0,0,0,0,1411,406,0,59,41,0,0
764,0,0,187156,64288,11160,306388,0,0,0,16,1372,419,0,56,44,0,0
765,1,0,187156,64288,11160,306388,0,0,0,0,987,383,0,39,61,0,0
766,0,0,187156,64288,11160,306392,0,0,0,0,1570,441,0,66,34,0,0
767,1,0,187156,64288,11160,306396,0,0,0,0,1133,427,0,45,55,0,0
768,2,0,187156,64036,11160,306444,0,0,48,0,1309,427,0,53,47,0,0
769,1,0,187156,64036,11168,306436,0,0,0,16,1486,445,0,65,35,0,0
770,1,0,187156,64036,11168,306448,0,0,0,0,1284,433,0,53,47,0,0
771,0,0,187156,64036,11168,306452,0,0,0,0,1776,490,0,77,23,0,0
772,0,0,187156,64036,11168,306456,0,0,0,0,1059,416,0,42,58,0,0
773,0,0,187156,64036,11168,306456,0,0,0,0,1438,449,0,60,40,0,0
774,2,0,187156,64036,11176,306460,0,0,0,16,1663,464,0,69,31,0,0
775,0,0,187156,64036,11176,306464,0,0,0,0,1562,460,0,66,34,0,0
776,3,0,187156,64036,11176,306464,0,0,0,0,1372,396,0,56,44,0,0
777,4,0,187156,64036,11176,306468,0,0,0,0,1627,462,0,68,32,0,0
778,2,0,187156,64036,11176,306468,0,0,0,0,978,392,0,39,61,0,0
779,3,0,187156,64036,11184,306472,0,0,0,16,1922,543,0,93,7,0,0
780,3,0,187156,64036,11184,306472,0,0,0,0,1732,471,0,85,15,0,0
781,1,0,187156,64036,11184,306476,0,0,0,0,1451,452,0,69,31,0,0
782,0,0,187156,64036,11184,306480,0,0,0,80,1327,423,0,61,39,0,0
783,4,0,187156,64036,11184,306480,0,0,0,0,1274,417,0,57,43,0,0
784,11,0,187156,61796,11196,306468,0,0,0,32,2115,731,0,100,0,0,0
785,7,0,187156,60452,11196,306484,0,0,0,0,2514,678,0,100,0,0,0
786,2,0,187156,60452,11196,306488,0,0,0,0,2270,624,0,88,12,0,0
787,1,0,187156,60452,11196,306492,0,0,0,16,1637,426,0,67,33,0,0
788,0,0,187156,60452,11196,306492,0,0,0,0,1066,432,0,42,58,0,0
789,0,0,187156,60452,11204,306496,0,0,0,28,1352,427,0,55,45,0,0
790,0,0,187156,60452,11204,306496,0,0,0,0,1190,394,0,47,53,0,0
791,1,0,187156,60452,11204,306496,0,0,0,0,1585,398,0,65,35,0,0
792,1,0,187156,60452,11204,306500,0,0,0,0,779,373,0,29,71,0,0
793,1,0,187156,60452,11204,306504,0,0,0,0,1387,448,0,56,44,0,0
794,1,0,187156,60452,11212,306496,0,0,0,16,1368,432,0,56,44,0,0
795,2,0,187156,60452,11212,306508,0,0,0,0,1893,505,0,78,22,0,0
796,0,0,187156,60452,11212,306512,0,0,0,0,1212,377,0,49,51,0,0
797,2,0,187156,60452,11212,306512,0,0,0,0,1679,479,0,66,34,0,0
798,0,0,187156,60452,11212,306516,0,0,0,52,1487,431,0,58,42,0,0
799,2,0,187156,60452,11224,306520,0,0,0,32,1626,457,0,64,35,1,0
800,1,0,187156,60452,11224,306520,0,0,0,0,1198,384,0,44,56,0,0
801,3,0,187156,60452,11224,306524,0,0,0,0,1751,427,0,70,30,0,0
802,1,0,187156,60452,11224,306524,0,0,0,0,1909,443,0,78,22,0,0
803,1,0,187156,60452,11224,306528,0,0,0,0,1765,444,0,70,30,0,0
804,2,0,187156,60452,11232,306520,0,0,0,16,1875,469,0,74,26,0,0
805,2,0,187156,60452,11232,306532,0,0,0,0,1113,395,0,42,58,0,0
806,4,0,187156,60452,11232,306532,0,0,0,0,1560,418,0,60,40,0,0
807,0,0,187156,60452,11232,306540,0,0,0,0,1702,384,0,67,33,0,0
808,0,0,187156,60452,11232,306544,0,0,0,36,1180,415,0,43,57,0,0
809,1,0,187156,60452,11244,306548,0,0,0,36,1688,397,0,62,38,0,0
810,4,0,187156,60452,11244,306548,0,0,0,0,2057,444,0,72,28,0,0
811,3,0,187156,60452,11244,306552,0,0,0,0,2337,531,0,88,12,0,0
812,0,0,187156,60452,11244,306552,0,0,0,0,2164,463,0,84,16,0,0
813,0,0,187156,60452,11244,306556,0,0,0,0,1233,391,0,43,57,0,0
814,0,0,187156,60452,11252,306548,0,0,0,16,1277,379,0,48,52,0,0
815,1,0,187156,60452,11252,306560,0,0,0,0,1740,421,0,69,31,0,0
816,0,0,187156,60452,11252,306564,0,0,0,0,1193,365,0,47,53,0,0
817,3,0,187156,60452,11252,306564,0,0,0,0,2297,524,0,79,21,0,0
818,0,0,187156,60452,11252,306568,0,0,0,0,1852,434,0,72,28,0,0
819,1,0,187156,60452,11260,306560,0,0,0,16,1555,439,0,59,41,0,0
820,3,0,187156,60452,11260,306572,0,0,0,0,1136,397,0,41,59,0,0
821,0,0,187156,60452,11260,306576,0,0,0,0,1921,535,0,95,5,0,0
822,0,0,187156,60452,11260,306576,0,0,0,0,1281,413,0,47,53,0,0
823,3,0,187156,60452,11260,306580,0,0,0,0,1361,410,0,52,48,0,0
824,4,0,187156,60200,11268,306572,0,0,0,16,2006,468,0,78,22,0,0
825,0,0,187156,60200,11268,306584,0,0,0,0,2038,470,0,74,26,0,0
826,5,0,187156,60200,11268,306584,0,0,0,0,1842,442,0,71,29,0,0
827,1,0,187156,60200,11268,306588,0,0,0,0,2019,477,0,78,22,0,0
828,3,0,187156,60200,11268,306592,0,0,0,0,1202,396,0,43,57,0,0
829,1,0,187156,60200,11276,306592,0,0,0,16,2034,484,0,80,20,0,0
830,0,0,187156,60200,11276,306596,0,0,0,0,1065,375,0,40,60,0,0
831,0,0,187156,60200,11276,306600,0,0,0,0,2132,487,0,85,15,0,0
832,1,0,187156,60200,11276,306600,0,0,0,0,1118,394,0,42,58,0,0
833,3,0,187156,60200,11276,306600,0,0,0,0,1638,439,0,64,36,0,0
834,1,0,187156,60200,11284,306604,0,0,0,16,2149,483,0,85,15,0,0
835,2,0,187156,60200,11284,306608,0,0,0,0,1417,428,0,52,48,0,0
836,1,0,187156,60200,11284,306608,0,0,0,0,1973,456,0,73,27,0,0
837,0,0,187156,60200,11284,306612,0,0,0,0,1264,417,0,44,56,0,0
838,2,0,187156,60200,11284,306616,0,0,0,0,1552,438,0,60,40,0,0
839,0,0,187156,60200,11296,306604,0,0,0,112,1363,424,0,51,49,0,0
840,0,0,187156,60200,11296,306620,0,0,0,0,1265,377,0,47,53,0,0
841,0,0,187156,60200,11296,306620,0,0,0,0,1761,431,0,67,33,0,0
842,0,0,187156,60200,11296,306624,0,0,0,0,1585,426,0,61,39,0,0
843,1,0,187156,60200,11296,306628,0,0,0,0,1329,378,0,49,51,0,0
844,0,0,187156,60200,11304,306628,0,0,0,32,1939,492,0,76,24,0,0
845,0,0,187156,60200,11304,306632,0,0,0,0,1690,414,0,64,36,0,0
846,1,0,187156,60200,11304,306632,0,0,0,0,1390,411,0,52,48,0,0
847,5,0,187156,60200,11304,306636,0,0,0,0,2247,495,0,83,17,0,0
848,1,0,187156,60200,11304,306640,0,0,0,0,2154,513,0,84,16,0,0
849,0,0,187156,60200,11304,306640,0,0,0,0,1272,411,0,48,52,0,0
850,1,0,187156,60200,11312,306640,0,0,0,16,1499,434,0,59,41,0,0
851,5,0,187156,60200,11312,306644,0,0,0,0,2126,479,0,88,12,0,0
852,0,0,187156,60200,11312,306648,0,0,0,0,1457,436,0,57,43,0,0
853,5,0,187156,60200,11312,306652,0,0,0,0,1667,458,0,69,31,0,0
854,0,0,187156,60200,11312,306652,0,0,0,0,1425,450,0,64,36,0,0
855,1,0,187156,60200,11328,306656,0,0,0,56,1388,426,0,53,47,0,0
856,4,0,187156,60200,11328,306656,0,0,0,0,2166,510,0,88,12,0,0
857,4,0,187156,58436,11336,307012,0,0,364,52,2105,1155,1,79,20,0,0
858,1,0,187156,58436,11336,307040,0,0,0,0,1209,418,0,47,53,0,0
859,0,0,187156,58436,11336,307040,0,0,0,0,714,360,0,25,75,0,0
860,0,0,187156,58436,11336,307044,4,0,4,0,1745,499,0,71,29,0,0
861,1,0,187156,58436,11336,307044,0,0,0,0,1070,353,0,41,59,0,0
862,1,0,187156,58436,11344,307048,0,0,0,56,1381,447,0,57,43,0,0
863,1,0,187156,58436,11344,307048,0,0,0,0,1952,489,0,82,18,0,0
864,4,0,187156,58436,11344,307052,0,0,0,0,1852,454,0,76,24,0,0
865,0,0,187156,58436,11344,307056,0,0,0,0,1559,452,0,65,35,0,0
866,4,0,187156,58436,11344,307056,0,0,0,0,1490,417,0,61,39,0,0
867,0,0,187156,58436,11352,307056,0,0,0,24,1496,537,0,63,37,0,0
868,0,0,187156,58436,11352,307056,0,0,0,0,1049,398,0,41,59,0,0
869,0,0,187156,58436,11352,307060,0,0,0,76,1665,428,0,71,29,0,0
870,1,0,187156,58436,11352,307064,0,0,0,0,1248,400,0,51,49,0,0
871,6,0,187156,58436,11352,307064,0,0,0,0,1376,447,0,56,44,0,0
872,0,0,187156,58436,11364,307068,0,0,0,40,1687,455,0,69,31,0,0
873,1,0,187156,58436,11364,307068,0,0,0,0,1654,445,0,71,29,0,0
874,0,0,187156,58436,11364,307072,0,0,0,8,1591,437,0,66,34,0,0
875,2,0,187156,58436,11364,307076,0,0,0,0,1168,375,0,46,54,0,0
876,0,0,187156,58436,11364,307076,0,0,0,0,1759,468,0,74,26,0,0
877,2,0,187156,58436,11372,307080,0,0,0,28,1241,412,0,51,49,0,0
878,0,0,187156,58436,11372,307084,0,0,0,0,2102,505,0,88,12,0,0
879,4,0,187156,58436,11372,307084,0,0,0,0,1755,441,0,75,25,0,0
880,2,0,187156,58436,11372,307088,0,0,0,56,1823,453,0,74,26,0,0
881,0,0,187156,58436,11372,307088,0,0,0,0,1887,441,0,79,21,0,0
882,5,0,187156,58436,11380,307092,0,0,0,16,1717,458,0,71,29,0,0
883,2,0,187156,58436,11380,307096,0,0,0,0,1952,516,0,85,15,0,0
884,2,0,187156,58436,11380,307096,0,0,0,0,1293,406,0,51,49,0,0
885,0,0,187156,58436,11380,307100,0,0,0,0,1684,427,0,72,28,0,0
886,1,0,187156,58436,11380,307100,0,0,0,0,1218,382,0,48,52,0,0
887,0,0,187156,58436,11388,307104,0,0,0,16,1310,421,0,52,47,1,0
888,0,0,187156,58436,11388,307108,0,0,0,0,1081,411,0,42,58,0,0
889,0,0,187156,58436,11388,307108,0,0,0,0,1444,426,0,58,42,0,0
890,0,0,187156,58436,11388,307112,0,0,0,716,1213,442,0,47,53,0,0
891,0,0,187156,58436,11388,307112,0,0,0,0,1315,400,0,53,47,0,0
892,0,0,187156,58436,11396,307116,0,0,0,40,1471,402,0,60,40,0,0
893,0,0,187156,58436,11396,307116,0,0,0,0,1644,475,0,69,31,0,0
894,2,0,187156,58436,11396,307120,0,0,0,0,1456,425,0,60,40,0,0
895,1,0,187156,58436,11396,307120,0,0,0,0,1450,414,0,61,39,0,0
896,1,0,187156,58436,11396,307124,0,0,0,0,1597,412,0,66,34,0,0
897,3,0,187156,58436,11404,307128,0,0,0,16,1161,381,0,47,53,0,0
898,1,0,187156,58436,11404,307132,0,0,0,0,1953,520,0,84,16,0,0
899,4,0,187156,58436,11404,307132,0,0,0,0,1723,425,0,74,26,0,0
900,4,0,187156,58436,11404,307136,0,0,0,76,1813,481,0,75,25,0,0
901,1,0,187156,58436,11404,307136,0,0,0,0,1632,424,0,68,32,0,0
902,0,0,187156,58436,11416,307124,0,0,0,32,1352,421,0,54,46,0,0
903,2,0,187156,58436,11416,307140,0,0,0,0,1424,434,0,57,43,0,0
904,0,0,187156,58436,11416,307144,0,0,0,0,1407,429,0,59,41,0,0
905,0,0,187156,58436,11416,307148,0,0,0,4,1323,439,0,52,48,0,0
906,0,0,187156,58436,11416,307148,0,0,0,0,957,410,0,37,63,0,0
907,0,0,187156,58436,11424,307152,0,0,0,16,1355,452,0,55,45,0,0
908,0,0,187156,58436,11424,307152,0,0,0,0,287,237,0,10,90,0,0
909,0,0,187156,58436,11424,307156,0,0,0,0,81,170,0,0,100,0,0
910,0,0,187156,58436,11424,307156,0,0,0,0,86,185,0,0,100,0,0
911,1,0,187156,58436,11424,307156,0,0,0,0,84,173,0,0,100,0,0
912,0,0,187156,58436,11424,307156,0,0,0,0,90,184,0,0,100,0,0
913,0,0,187156,58436,11432,307156,0,0,0,16,105,211,0,0,100,0,0
914,0,0,187156,58436,11432,307156,0,0,0,0,72,167,0,0,100,0,0
915,0,0,187156,58436,11432,307156,0,0,0,36,87,170,0,0,100,0,0
916,0,0,187156,58436,11432,307156,0,0,0,0,87,180,0,0,100,0,0
917,0,0,187156,58436,11432,307156,0,0,0,0,85,207,0,0,100,0,0
918,0,0,187156,58436,11432,307156,0,0,0,0,88,178,0,0,100,0,0
919,0,0,187156,58436,11440,307156,0,0,0,12,87,187,0,0,100,0,0
920,0,0,187156,58436,11440,307156,0,0,0,0,83,179,0,0,100,0,0
921,0,0,187156,58436,11440,307156,0,0,0,0,83,174,0,0,100,0,0
922,0,0,187156,58436,11440,307156,0,0,0,0,82,171,0,0,100,0,0
923,0,0,187156,58436,11440,307156,0,0,0,0,89,198,0,0,100,0,0
924,0,0,187156,58436,11440,307156,0,0,0,0,82,171,0,0,100,0,0
925,0,0,187156,58436,11448,307156,0,0,0,12,92,186,0,0,100,0,0
926,1,0,187156,58436,11448,307156,0,0,0,0,82,180,0,0,100,0,0
927,0,0,187156,58436,11448,307156,0,0,0,0,79,168,0,0,100,0,0
928,0,0,187156,58436,11448,307156,0,0,0,0,82,179,0,0,100,0,0
929,0,0,187156,58436,11448,307156,0,0,0,0,70,166,0,0,100,0,0
930,0,0,187156,58436,11448,307156,0,0,0,0,88,183,0,0,100,0,0
931,0,0,187156,58436,11456,307156,0,0,0,36,91,194,0,0,100,0,0
932,0,0,187156,58436,11456,307156,0,0,0,0,81,180,0,0,100,0,0
933,0,0,187156,58436,11456,307156,0,0,0,0,86,177,0,0,100,0,0
934,0,0,187156,58436,11456,307156,0,0,0,0,79,177,0,0,100,0,0
935,0,0,187156,58436,11456,307156,0,0,0,0,77,171,0,0,100,0,0
936,0,0,187156,58436,11468,307144,0,0,0,44,93,190,0,0,100,0,0
937,0,0,187156,58436,11468,307156,0,0,0,0,75,167,0,0,100,0,0
938,0,0,187156,58436,11468,307156,0,0,0,0,89,185,0,0,100,0,0
939,0,0,187156,58436,11468,307156,0,0,0,0,72,167,0,0,100,0,0
940,0,0,187156,58436,11468,307156,0,0,0,0,84,177,0,0,100,0,0
941,1,0,187156,58436,11468,307156,0,0,0,0,74,171,0,0,100,0,0
942,1,0,187156,58436,11476,307156,0,0,0,16,97,185,0,0,99,1,0
943,0,0,187156,58436,11476,307156,0,0,0,0,80,178,0,0,100,0,0
944,0,0,187156,58436,11476,307156,0,0,0,0,80,168,0,0,100,0,0
945,0,0,187156,58436,11476,307156,0,0,0,0,69,145,0,0,100,0,0
946,0,0,187156,58436,11476,307156,0,0,0,0,82,170,0,0,100,0,0
947,0,0,187156,58436,11476,307156,0,0,0,0,76,166,0,0,100,0,0
948,0,0,187156,58436,11484,307156,0,0,0,12,99,197,0,1,99,0,0
949,0,0,187156,58436,11484,307156,0,0,0,0,75,170,0,0,100,0,0
